antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.06174149479408449,0.06552158631208967,0.024338483984349096,0.3941997851772288,6.016334575594567,1.0,0.020293083304161054,1.5425521332330576,0.888652578155875,0.23646907216494847,0.3517236931862489,0.38282863752788565
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.06552158631208967,0.06174149479408449,0.024338483984349096,0.3714574898785425,6.016334575594567,1.0,0.020293083304161054,1.4927526620667384,0.8922472979738357,0.23646907216494847,0.3300966560558766,0.38282863752788565
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG STRAWBERRY'}),0.10590887989919756,0.043371576364480406,0.0273227667617216,0.2579837194740138,5.948220957108033,1.0,0.022729331689496972,1.2892283481400209,0.9304225122889492,0.2240348015225666,0.22434221878326888,0.4439765692171292
frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.043371576364480406,0.10590887989919756,0.0273227667617216,0.6299694189602446,5.948220957108033,1.0,0.022729331689496972,2.4162627791153914,0.8695983577594186,0.2240348015225666,0.5861377294542004,0.4439765692171292
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.10590887989919756,0.05776245109092115,0.036076662908680945,0.3406386975579211,5.89723412224557,1.0,0.029959106413409306,1.4290155418877482,0.928796810780387,0.2827442827442827,0.300217547893855,0.4826040789741385
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05776245109092115,0.10590887989919756,0.036076662908680945,0.6245694603903559,5.89723412224557,1.0,0.029959106413409306,2.3815087633266017,0.8813371764457473,0.2827442827442827,0.5800981229213898,0.4826040789741385
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.08541680482790635,0.05961933815239737,0.029842827773725048,0.34937888198757766,5.860160357609214,1.0,0.02475033440279277,1.4453583442240001,0.9068133001393823,0.25906735751295334,0.30813005370174074,0.42496752775685886
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05961933815239737,0.08541680482790635,0.029842827773725048,0.5005561735261401,5.860160357609214,1.0,0.02475033440279277,1.8312033239637242,0.8819366870396489,0.25906735751295334,0.45391099562038045,0.42496752775685886
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.08541680482790635,0.06976589959546389,0.03428609324225745,0.4013975155279504,5.75349157475852,1.0,0.028326913012868396,1.5540097552802108,0.9033541203041201,0.283598464070214,0.35650339606800907,0.4464211912240512
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.06976589959546389,0.08541680482790635,0.03428609324225745,0.4914448669201521,5.75349157475852,1.0,0.028326913012868396,1.7983953669552197,0.8881554625446725,0.283598464070214,0.44394874543462937,0.4464211912240512
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.06406260362092978,0.08541680482790635,0.030373366934146828,0.474120082815735,5.550665162095084,1.0,0.024901344023890343,1.7391483593233121,0.8759575317996322,0.25501113585746105,0.4250059262401905,0.4148550724637681
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.08541680482790635,0.06406260362092978,0.030373366934146828,0.3555900621118013,5.5506651620950835,1.0,0.024901344023890343,1.4523944175135453,0.896409879362498,0.25501113585746105,0.31148179313993135,0.4148550724637681
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.08541680482790635,0.06552158631208967,0.030970223489621328,0.3625776397515528,5.533712783212211,1.0,0.025373578939586743,1.466027036333774,0.8958064231133577,0.2581536760641238,0.31788433963619794,0.41762485226444035
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.06552158631208967,0.08541680482790635,0.030970223489621328,0.47267206477732787,5.533712783212211,1.0,0.025373578939586743,1.7343727386372907,0.8767345384398777,0.2581536760641238,0.4234226716537834,0.41762485226444035
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.06552158631208967,0.05743086411565754,0.020558392466343924,0.31376518218623484,5.463354713840918,1.0,0.016795431146211976,1.3735373248580094,0.8742441411928457,0.20077720207253888,0.2719528025178523,0.3358664248113622
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05743086411565754,0.06552158631208967,0.020558392466343924,0.3579676674364896,5.463354713840918,1.0,0.016795431146211976,1.4555005508160617,0.8667398996375422,0.20077720207253888,0.31295113599282004,0.3358664248113622
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.06976589959546389,0.05743086411565754,0.021221566416871146,0.3041825095057034,5.296498915515591,1.0,0.01721485051729745,1.354621217145257,0.8720342910101946,0.2002503128911139,0.2617862563031381,0.3368487605265238
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05743086411565754,0.06976589959546389,0.021221566416871146,0.3695150115473441,5.296498915515591,1.0,0.01721485051729745,1.4754262471617734,0.8606223175965665,0.2002503128911139,0.3222297611123121,0.3368487605265238
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05132966377080708,0.10590887989919756,0.02878174945288149,0.5607235142118864,5.294395661115238,1.0,0.023345482257312894,2.035372138111827,0.8550083194139525,0.22405782137325764,0.5086893540128345,0.4162415316832757
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.10590887989919756,0.05132966377080708,0.02878174945288149,0.271759549154665,5.294395661115237,1.0,0.023345482257312894,1.3026883292846267,0.9072017511657464,0.22405782137325764,0.23235667540742352,0.4162415316832757
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.08541680482790635,0.05743086411565754,0.025797466675508987,0.3020186335403727,5.258820987477229,1.0,0.020891905764243858,1.3504216318342972,0.8854780109750799,0.2203966005665723,0.25949053508444947,0.3756051597263065
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05743086411565754,0.08541680482790635,0.025797466675508987,0.4491916859122402,5.258820987477228,1.0,0.020891905764243858,1.6604382537086648,0.859187170151082,0.2203966005665723,0.3977493605881132,0.3756051597263065
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.10590887989919756,0.04303998938921679,0.023940579614032762,0.22604884157795868,5.252065457864467,1.0,0.019382262546947464,1.236460466784321,0.9054991142391148,0.19151193633952254,0.19123981165308654,0.39114460568882525
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04303998938921679,0.10590887989919756,0.023940579614032762,0.5562403697996918,5.252065457864466,1.0,0.019382262546947464,2.0148095032827107,0.8460110227423248,0.19151193633952254,0.5036751621576586,0.39114460568882525
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03992307182173884,0.10590887989919756,0.02188474036739837,0.5481727574750831,5.1758904257775695,1.0,0.017656532548622792,1.978834023164276,0.8403457103325861,0.17656500802568217,0.49465190698462974,0.3774051013424257
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.10590887989919756,0.03992307182173884,0.02188474036739837,0.20663744520976832,5.175890425777569,1.0,0.017656532548622792,1.2101364280194815,0.9023649939537791,0.17656500802568217,0.17364689067611358,0.3774051013424257
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.04502951124079846,0.13051263346375755,0.030108097353935936,0.6686303387334316,5.1231081695942144,1.0,0.024231177258313457,2.6239196527915944,0.8427548335780715,0.20702234382124943,0.6188907694120521,0.44966069782200035
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),0.13051263346375755,0.04502951124079846,0.030108097353935936,0.2306910569105691,5.1231081695942144,1.0,0.024231177258313457,1.241335483406941,0.9256097630633994,0.20702234382124943,0.19441600327461608,0.44966069782200035
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'REGENCY CAKESTAND 3 TIER'}),0.03587771072352278,0.11293852377478612,0.020691027256449366,0.5767097966728282,5.106404594262816,1.0,0.01663905157091589,2.0956343171958114,0.834092837162379,0.1614906832298137,0.5228175107677613,0.3799579517715286
frozenset({'REGENCY CAKESTAND 3 TIER'}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.11293852377478612,0.03587771072352278,0.020691027256449366,0.183206106870229,5.106404594262816,1.0,0.01663905157091589,1.1803740177123225,0.9065521580940988,0.1614906832298137,0.15281090146486334,0.3799579517715286
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.036872471649313614,0.11293852377478612,0.0204920750712912,0.5557553956834533,4.9208664776927735,1.0,0.01632775255529007,1.996786157008984,0.8272879064499188,0.1584615384615385,0.4991952460758666,0.3685999526861189
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.11293852377478612,0.036872471649313614,0.0204920750712912,0.1814445096887845,4.920866477692773,1.0,0.01632775255529007,1.1766184941041742,0.8982283392174168,0.1584615384615385,0.1501068485572665,0.3685999526861189
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.11293852377478612,0.04582531998143113,0.02480270574971815,0.2196124486200822,4.792382218150824,1.0,0.01962726175950811,1.2226933634850434,0.8920864330399406,0.18514851485148517,0.18213345237296494,0.3804285108512857
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.04582531998143113,0.11293852377478612,0.02480270574971815,0.5412445730824892,4.792382218150824,1.0,0.01962726175950811,1.9336261200997567,0.8293402924897307,0.18514851485148517,0.4828369406033832,0.3804285108512857
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.05192652032628158,0.11293852377478612,0.027853305922143377,0.5363984674329502,4.7494729832187055,1.0,0.02198880137173171,1.9134135974775275,0.8326889639459588,0.2032913843175218,0.47737384049203463,0.3915110364175908
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.11293852377478612,0.05192652032628158,0.027853305922143377,0.24662360540223136,4.7494729832187055,1.0,0.02198880137173171,1.2584326858022936,0.8899612312030075,0.2032913843175218,0.205360754467001,0.3915110364175908
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05239074209165064,0.10590887989919756,0.02626168844087804,0.50126582278481,4.732991447571791,1.0,0.02071304362886358,1.792720773806177,0.8323231616324205,0.19889502762430936,0.4421886472164479,0.374615378518266
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.10590887989919756,0.05239074209165064,0.02626168844087804,0.24796493425172195,4.732991447571791,1.0,0.02071304362886358,1.2600599374518184,0.8821440184368534,0.19889502762430936,0.20638695805036847,0.374615378518266
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG APPLES'}),0.10590887989919756,0.04761588964785463,0.023277405663505536,0.21978710081402628,4.615835227262816,1.0,0.018234460125497454,1.2206720900741381,0.87614614146286,0.17871690427698572,0.18077917228429097,0.3543225197663446
frozenset({'JUMBO BAG APPLES'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04761588964785463,0.10590887989919756,0.023277405663505536,0.4888579387186629,4.615835227262816,1.0,0.018234460125497454,1.749202790823913,0.8225194818746799,0.17871690427698572,0.4283109967318438,0.3543225197663446
frozenset({'PARTY BUNTING'}),frozenset({'SPOTTY BUNTING'}),0.09145168777770409,0.0665163472378805,0.025797466675508987,0.28208846990572883,4.240889369599686,1.0,0.01971443445579699,1.300276724402993,0.8411224738708648,0.19518314099347714,0.23093293817195829,0.3349624802170718
frozenset({'SPOTTY BUNTING'}),frozenset({'PARTY BUNTING'}),0.0665163472378805,0.09145168777770409,0.025797466675508987,0.3878364905284148,4.240889369599686,1.0,0.01971443445579699,1.4841595393468452,0.8186542975298983,0.19518314099347714,0.3262179883706545,0.3349624802170718
frozenset({'JUMBO BAG VINTAGE LEAF'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05119702898070164,0.10590887989919756,0.022879501293189202,0.44689119170984454,4.219581890915934,1.0,0.017457281299676337,1.6164832428988747,0.8041813929129655,0.17045454545454544,0.38137311079904657,0.33146062403275567
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG VINTAGE LEAF'}),0.10590887989919756,0.05119702898070164,0.022879501293189202,0.21603005635566686,4.219581890915934,1.0,0.017457281299676337,1.2102542689439453,0.8533914247445333,0.17045454545454544,0.1737273516311666,0.33146062403275567
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.08541680482790635,0.10590887989919756,0.02818489289740699,0.3299689440993789,3.1155928040541854,1.0,0.019138494773515057,1.3344025060137121,0.742451641522391,0.17276422764227642,0.2506009277610543,0.29804646328325235
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.10590887989919756,0.08541680482790635,0.02818489289740699,0.2661239824671258,3.1155928040541854,1.0,0.019138494773515057,1.246236657585182,0.7594682234264423,0.17276422764227642,0.19758418763119354,0.29804646328325235
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.13051263346375755,0.05809403806618476,0.020425757676238478,0.1565040650406504,2.693978078479415,1.0,0.012843751779676928,1.1166692367986437,0.7231867362292196,0.12145110410094637,0.10447967307948794,0.2540511192783161
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.05809403806618476,0.13051263346375755,0.020425757676238478,0.35159817351598177,2.693978078479415,1.0,0.012843751779676928,1.3409699526157544,0.6675844046117931,0.12145110410094637,0.2542711355691777,0.2540511192783161
